"Date","LongName","Distributed","Doses Administered","Administered_Dose1_Recip","% total population with at least 1 shot","Administered_Dose1_Recip_12Plus","% population over 12 with at least 1 shot","Administered_Dose1_Recip_18Plus","% of adults with at least 1 shot","Administered_Dose1_Recip_65Plus","% of seniors with at least 1 shot","Series_Complete_Yes","% total population fully vaccinated","Series_Complete_12Plus","% population over 12 fully vaccinated","Series_Complete_18Plus","% of adults fully vaccinated","Series_Complete_65Plus","% of seniors fully vaccinated","Percent.Of.Distributed.Administered"
2021-07-14,"Alabama",4893240,3434499,2000914,40.8,2000589,47.8,1946134,51,675326,79.5,1639032,33.4,1638995,39.1,1605498,42.1,584254,68.7,70.2
2021-07-14,"Arkansas",2879750,2297956,1304706,43.2,1301125,50.9,1251714,54,409947,78.3,1057900,35.1,1056496,41.3,1022411,44.1,346798,66.2,79.8
2021-07-14,"Arizona",8254080,6907835,3746711,51.5,3745964,60.4,3555257,63.1,1115711,85.3,3216251,44.2,3215925,51.8,3068832,54.4,966447,73.9,83.7
2021-07-14,"California",49757035,43767439,24808278,62.8,24729867,73.5,23278447,76,5516607,94.5,20261870,51.3,20213677,60.1,19075149,62.3,4444441,76.1,88
2021-07-14,"Colorado",7110155,6322092,3392667,58.9,3381001,68.5,3179485,70.7,740310,87.9,3061388,53.2,3053488,61.9,2885502,64.1,674012,80,88.9
2021-07-14,"Connecticut",4787775,4487066,2428910,68.1,2427664,78.2,2275447,80.2,601735,95.5,2207859,61.9,2207416,71.1,2082344,73.4,563981,89.5,93.7
2021-07-14,"District of Columbia",1073805,883134,440681,62.4,440592,72.3,425428,73.7,75180,86.1,378286,53.6,378244,62,368376,63.8,67293,77,82.2
2021-07-14,"Delaware",1299475,1061858,576323,59.2,576165,68.6,547201,71,177117,93.8,499898,51.3,499860,59.5,476954,61.9,158028,83.7,81.7
2021-07-14,"Florida",25300755,21639419,11825212,55.1,11817685,63.2,11374608,65.9,4065893,90.4,10142856,47.2,10141399,54.2,9823582,57,3556287,79.1,85.5
2021-07-14,"Georgia",11339195,8628465,4716692,44.4,4714974,52.5,4497460,55.4,1238182,81.6,3979871,37.5,3979563,44.3,3843397,47.4,1084974,71.5,76.1
2021-07-14,"Hawaii",1958010,1699579,998114,70.5,994320,82.1,937741,84,269999,99.9,746636,52.7,745142,61.5,712643,63.9,225761,84.1,86.8
2021-07-14,"Iowa",3506995,3079895,1642724,52.1,1642659,61.4,1565549,64.5,491028,88.8,1539508,48.8,1539485,57.5,1475249,60.8,475343,86,87.8
2021-07-14,"Idaho",1712330,1346558,718008,40.2,0,0,716883,53.5,235798,81.1,656814,36.8,0,0,656144,49,223335,76.8,78.6
2021-07-14,"Illinois",14879805,13266486,7677418,60.6,7651862,70.6,7183967,72.9,1849529,90.5,5999785,47.3,5985574,55.2,5673579,57.6,1525306,74.7,89.2
2021-07-14,"Indiana",6789450,5915940,3091471,45.9,3091183,54.2,2950412,57.1,903690,83.2,2910729,43.2,2910623,51,2795369,54.1,880352,81.1,87.1
2021-07-14,"Kansas",3131065,2532361,1456682,50,1456561,59.4,1391751,62.9,438677,92.3,1245261,42.7,1245238,50.8,1199144,54.2,378925,79.7,80.9
2021-07-14,"Kentucky",4536515,4074894,2249216,50.3,2248876,59.1,2154062,62.2,648922,86.5,1988090,44.5,1988037,52.2,1916549,55.3,593095,79,89.8
2021-07-14,"Louisiana",4123350,3460364,1830987,39.4,1830812,46.7,1778158,49.9,592174,79.9,1669179,35.9,1669118,42.5,1630893,45.8,565816,76.4,83.9
2021-07-14,"Massachusetts",9838940,8978844,4917076,71.3,4900373,81.4,4602261,83.1,1129099,96.6,4327499,62.8,4316089,71.7,4070785,73.5,1011765,86.5,91.3
2021-07-14,"Maryland",8592010,7028617,3812510,63.1,3812076,73.8,3572750,75.8,886599,92.4,3472789,57.4,3472638,67.3,3273006,69.5,836495,87.2,81.8
2021-07-14,"Maine",1875540,1638782,903820,67.2,903726,76.3,858257,78.4,271646,95.2,841582,62.6,841554,71,801879,73.2,259057,90.8,87.4
2021-07-14,"Michigan",11720480,9595338,5206308,52.1,5205983,60.6,4954545,63.2,1503725,85.2,4794113,48,4794027,55.8,4582593,58.4,1430291,81,81.9
2021-07-14,"Minnesota",6600790,5963344,3253299,57.7,3242256,67.9,3061429,70.6,845122,91.8,2978112,52.8,2970107,62.2,2808981,64.8,795637,86.4,90.3
2021-07-14,"Missouri",6221915,5232162,2831523,46.1,2831192,54.1,2711215,56.9,860980,81.1,2448067,39.9,2448021,46.8,2361237,49.5,780577,73.5,84.1
2021-07-14,"Mississippi",2702315,2055831,1113514,37.4,1113409,44.2,1083601,47.6,376769,77.4,999432,33.6,999403,39.6,978593,43,350451,72,76.1
2021-07-14,"Montana",1122175,954106,516737,48.3,516635,56.3,495769,59,171059,82.9,465950,43.6,465918,50.8,449659,53.5,159798,77.4,85
2021-07-14,"North Carolina",11835770,9455709,5196611,49.5,5187976,57.7,4940563,60.3,1463749,83.6,4480299,42.7,4475183,49.8,4289846,52.4,1340691,76.6,79.9
2021-07-14,"North Dakota",726210,650636,338683,44.4,338078,53.1,326383,56.1,100047,83.5,300531,39.4,300190,47.1,291264,50.1,89317,74.5,89.6
2021-07-14,"Nebraska",2114410,1893905,1013944,52.4,1013724,62.7,961140,65.9,276411,88.5,938389,48.5,938326,58,895707,61.4,265982,85.1,89.6
2021-07-14,"New Hampshire",1864300,1565641,864781,63.6,864340,72.1,819732,74.2,240153,94.6,780743,57.4,780540,65.1,743895,67.4,220821,87,84
2021-07-14,"New Jersey",11744945,10070697,5692629,64.1,5691961,74.7,5370431,77.3,1328419,90,5029046,56.6,5028907,66,4767999,68.7,1214288,82.3,85.7
2021-07-14,"New Mexico",2400935,2427656,1340015,63.9,1339803,75,1258279,77.6,356015,94.3,1171058,55.8,1170993,65.5,1106522,68.3,321970,85.3,101.1
2021-07-14,"Nevada",3157810,2855865,1578087,51.2,1578002,60.2,1506025,63.1,410024,82.7,1326956,43.1,1326922,50.6,1280301,53.6,365190,73.6,90.4
2021-07-14,"New York",24376105,22315774,11917685,61.3,11916382,71,11333222,73.5,2847457,86.4,10808066,55.6,10807534,64.4,10327858,67,2631069,79.8,91.5
2021-07-14,"Ohio",12538445,10862169,5708141,48.8,5707878,57.1,5452243,59.8,1720723,84.1,5333324,45.6,5333256,53.3,5113475,56.1,1646118,80.4,86.6
2021-07-14,"Oklahoma",4059550,3336576,1811106,45.8,1810940,54.5,1739783,57.9,537518,84.6,1552601,39.2,1552552,46.7,1500991,50,478360,75.3,82.2
2021-07-14,"Oregon",5692315,4650929,2511818,59.6,2503784,68.6,2366181,70.6,664909,86.8,2313684,54.9,2307979,63.3,2190761,65.4,632715,82.6,81.7
2021-07-14,"Pennsylvania",15871215,14177430,8176036,63.9,8173050,73.8,7785482,76.6,2444231,99.9,6513755,50.9,6512551,58.8,6246870,61.4,1977202,82.6,89.3
2021-07-14,"Puerto Rico",4236710,3863395,2137877,66.9,2136859,75,1997846,76.2,557539,82,1855140,58.1,1854863,65.1,1744926,66.6,498799,73.4,91.2
2021-07-14,"Rhode Island",1530895,1299207,694787,65.6,694668,74.9,656304,76.8,179160,95.8,636712,60.1,636677,68.6,604506,70.7,169756,90.8,84.9
2021-07-14,"South Carolina",5375165,4278441,2322722,45.1,2317827,52.4,2235222,55.4,797604,85.1,2038367,39.6,2035524,46.1,1972551,48.9,716893,76.5,79.6
2021-07-14,"South Dakota",972215,831554,453546,51.3,453519,61.4,432836,64.8,139189,91.6,407957,46.1,407946,55.3,393745,59,130748,86.1,85.5
2021-07-14,"Tennessee",6451370,5565729,2943366,43.1,2942808,50.4,2840275,53.4,912924,79.8,2605693,38.2,2605558,44.6,2530491,47.6,836363,73.1,86.3
2021-07-14,"Texas",32293675,26394645,14315284,49.4,14310990,59.4,13473546,62.4,3127890,83.8,12312982,42.5,12310520,51.1,11608273,53.8,2792585,74.8,81.7
2021-07-14,"United States",388295385,335487779,184835149,55.7,184611369,65.1,175151164,67.8,48583705,88.6,160126516,48.2,159997899,56.4,152609322,59.1,43327413,79,86.4
2021-07-14,"Utah",3280420,2908994,1615594,50.4,1615156,62.3,1505329,66.2,331931,90.7,1394861,43.5,1394692,53.8,1311512,57.7,291740,79.7,88.7
2021-07-14,"Virginia",10525505,9432626,5131418,60.1,5113493,70,4803865,72,1215243,89.4,4536482,53.1,4524855,61.9,4268915,64,1107661,81.5,89.6
2021-07-14,"Vermont",932650,861521,465691,74.6,465529,84.5,437968,85.9,127415,99.9,415331,66.6,415300,75.4,391707,76.8,118033,94.4,92.4
2021-07-14,"Washington",9531265,8797960,4764145,62.6,4763384,73.3,4490330,75.4,1110952,91.8,4279512,56.2,4279311,65.8,4056347,68.2,1043915,86.3,92.3
2021-07-14,"Wisconsin",6210295,6030630,3169216,54.4,3168770,63.4,3011989,66.1,920689,90.5,2958210,50.8,2958065,59.2,2830677,62.1,889929,87.5,97.1
2021-07-14,"West Virginia",1918725,1479187,818595,45.7,817990,52.5,781162,54.5,285061,77.7,694107,38.7,693823,44.5,667631,46.6,256784,70,77.1
2021-07-14,"Wyoming",519985,436120,233942,40.4,233918,47.7,225850,50.7,77403,78,207417,35.8,207412,42.3,201453,45.3,72193,72.8,83.9
2021-07-15,"Alaska",842105,685764,370116,50.6,368889,60.6,348047,63.1,75436,82.4,327289,44.7,326528,53.6,309946,56.2,70945,77.5,81.4
2021-07-15,"Alabama",4895780,3448153,2009200,41,2008875,48,1953163,51.2,676485,79.6,1645083,33.6,1645045,39.3,1610830,42.2,585290,68.9,70.4
2021-07-15,"Arkansas",2880270,2304153,1309002,43.4,1305416,51,1255221,54.2,410384,78.3,1060174,35.1,1058768,41.4,1024357,44.2,347060,66.2,80
2021-07-15,"Arizona",8277360,6918832,3752339,51.6,3751591,60.5,3559528,63.1,1116205,85.3,3221874,44.3,3221547,51.9,3073210,54.5,967055,73.9,83.6
2021-07-15,"California",49823455,43868821,24865725,62.9,24787283,73.7,23324883,76.2,5524085,94.6,20309600,51.4,20261388,60.2,19113261,62.4,4448163,76.2,88
2021-07-15,"Colorado",7113825,6331710,3397206,59,3385535,68.6,3183023,70.7,740655,87.9,3066574,53.3,3058665,62,2889510,64.2,674402,80.1,89
2021-07-15,"Connecticut",4792615,4493769,2432435,68.2,2431188,78.3,2278270,80.3,602030,95.5,2211353,62,2210910,71.2,2085004,73.5,564285,89.5,93.8
2021-07-15,"District of Columbia",1074655,884367,441331,62.5,441240,72.4,425999,73.8,75239,86.1,378875,53.7,378833,62.1,368902,63.9,67360,77.1,82.3
2021-07-15,"Delaware",1302555,1063514,577058,59.3,576900,68.7,547809,71.1,177210,93.8,500817,51.4,500777,59.6,477683,62,158139,83.7,81.6
2021-07-15,"Florida",25305935,21687158,11849710,55.2,11842179,63.3,11394686,66.1,4068075,90.5,10166351,47.3,10164891,54.4,9843296,57.1,3559059,79.1,85.7
2021-07-15,"Georgia",11355655,8628869,4717320,44.4,4715602,52.5,4498004,55.4,1238249,81.6,3980303,37.5,3979995,44.3,3843786,47.4,1085029,71.5,76
2021-07-15,"Hawaii",1958850,1700838,998788,70.5,994991,82.2,938292,84.1,270063,99.9,747409,52.8,745914,61.6,713305,63.9,225857,84.1,86.8
2021-07-15,"Iowa",3508375,3083142,1644404,52.1,1644339,61.4,1566835,64.5,491210,88.8,1541212,48.8,1541189,57.6,1476572,60.8,475531,86,87.9
2021-07-15,"Idaho",1714930,1348106,719041,40.2,0,0,717908,53.6,235941,81.2,657334,36.8,0,0,656657,49,223417,76.9,78.6
2021-07-15,"Illinois",14890165,13290265,7690534,60.7,7664976,70.7,7194014,73,1850763,90.6,6010374,47.4,5996153,55.3,5682071,57.7,1526457,74.7,89.3
2021-07-15,"Indiana",6793210,5924769,3095615,46,3095325,54.3,2953640,57.2,904075,83.3,2915266,43.3,2915160,51.1,2799027,54.2,880794,81.1,87.2
2021-07-15,"Kansas",3133295,2536338,1459036,50.1,1458915,59.5,1393540,63,438919,92.3,1247097,42.8,1247074,50.9,1200567,54.2,379163,79.7,80.9
2021-07-15,"Kentucky",4542995,4082111,2253021,50.4,2252681,59.2,2156876,62.3,649322,86.5,1991718,44.6,1991665,52.3,1919488,55.4,593518,79.1,89.9
2021-07-15,"Louisiana",4125350,3467349,1835086,39.5,1834911,46.8,1781597,50,592556,80,1672304,36,1672243,42.6,1633559,45.9,566172,76.4,84
2021-07-15,"Massachusetts",9845280,8989629,4922476,71.4,4905771,81.5,4606597,83.2,1129488,96.6,4333539,62.9,4322128,71.8,4075334,73.6,1012211,86.6,91.3
2021-07-15,"Maryland",8607300,7039584,3817781,63.1,3817344,73.9,3576931,75.9,887016,92.5,3478529,57.5,3478376,67.4,3277429,69.6,836953,87.2,81.8
2021-07-15,"Maine",1879360,1640525,904659,67.3,904565,76.3,858966,78.4,271766,95.3,842539,62.7,842511,71.1,802654,73.3,259181,90.9,87.3
2021-07-15,"Michigan",11744550,9608785,5211451,52.2,5211125,60.6,4958790,63.2,1504441,85.2,4800032,48.1,4799945,55.8,4587306,58.5,1431065,81.1,81.8
2021-07-15,"Minnesota",6603590,5971070,3256799,57.7,3245756,67.9,3064195,70.7,845507,91.9,2982412,52.9,2974407,62.3,2812248,64.9,796055,86.5,90.4
2021-07-15,"Missouri",6231435,5243381,2839144,46.3,2838813,54.2,2717616,57,861830,81.1,2452207,40,2452161,46.8,2364691,49.6,781050,73.5,84.1
2021-07-15,"Mississippi",2703955,2060045,1116213,37.5,1116108,44.3,1085719,47.7,377043,77.5,1001141,33.6,1001112,39.7,980002,43,350694,72.1,76.2
2021-07-15,"Montana",1123165,955240,517372,48.4,517270,56.4,496281,59.1,171147,82.9,466509,43.6,466477,50.8,450101,53.6,159889,77.5,85
2021-07-15,"North Carolina",11842950,9470597,5204576,49.6,5195939,57.8,4946971,60.4,1464540,83.6,4487926,42.8,4482808,49.9,4296044,52.5,1341484,76.6,80
2021-07-15,"North Dakota",726310,651359,339100,44.5,338495,53.1,326700,56.1,100075,83.5,300870,39.5,300529,47.2,291528,50.1,89339,74.5,89.7
2021-07-15,"Nebraska",2116950,1893942,1014054,52.4,1013834,62.7,961240,65.9,276418,88.5,938466,48.5,938403,58,895778,61.4,265988,85.1,89.5
2021-07-15,"New Hampshire",1869240,1567201,865592,63.7,865151,72.2,820376,74.3,240219,94.6,781532,57.5,781329,65.2,744510,67.4,220879,87,83.8
2021-07-15,"New Jersey",11758315,10087454,5701639,64.2,5700969,74.8,5377795,77.4,1329126,90.1,5038105,56.7,5037966,66.1,4775273,68.8,1215117,82.4,85.8
2021-07-15,"New Mexico",2401765,2431098,1341566,64,1341352,75,1259443,77.7,356192,94.3,1173006,55.9,1172941,65.6,1107949,68.4,322185,85.3,101.2
2021-07-15,"Nevada",3160250,2861309,1582022,51.4,1581937,60.3,1508951,63.2,410297,82.7,1328846,43.1,1328812,50.7,1281781,53.7,365358,73.7,90.5
2021-07-15,"New York",24411425,22359206,11939514,61.4,11938207,71.2,11351289,73.6,2849580,86.5,10830744,55.7,10830206,64.6,10346688,67.1,2633394,79.9,91.6
2021-07-15,"Ohio",12548075,10862282,5708388,48.8,5708125,57.1,5452472,59.8,1720768,84.1,5333537,45.6,5333469,53.3,5113676,56.1,1646159,80.4,86.6
2021-07-15,"Oklahoma",4060190,3342584,1814851,45.9,1814684,54.6,1742733,58,537861,84.7,1555049,39.3,1555000,46.8,1502891,50,478616,75.4,82.3
2021-07-15,"Oregon",5697915,4657136,2514382,59.6,2506347,68.7,2368263,70.7,665229,86.8,2317504,54.9,2311798,63.4,2193733,65.5,633146,82.6,81.7
2021-07-15,"Pennsylvania",15925325,14199798,8187472,64,8184475,73.9,7794826,76.7,2446168,99.9,6525132,51,6523919,58.9,6256253,61.5,1979358,82.7,89.2
2021-07-15,"Puerto Rico",4236990,3863437,2137975,66.9,2136957,75,1997931,76.2,557556,82,1855232,58.1,1854955,65.1,1745003,66.6,498810,73.4,91.2
2021-07-15,"Rhode Island",1532005,1301351,695745,65.7,695626,75,657070,76.9,179242,95.8,637844,60.2,637809,68.8,605406,70.8,169859,90.8,84.9
2021-07-15,"South Carolina",5379835,4285522,2326460,45.2,2321564,52.5,2238299,55.4,797986,85.2,2041964,39.7,2039121,46.1,1975557,48.9,717338,76.6,79.7
2021-07-15,"South Dakota",972315,832485,454099,51.3,454072,61.5,433239,64.9,139226,91.7,408372,46.2,408361,55.3,394054,59,130786,86.1,85.6
2021-07-15,"Tennessee",6455540,5576501,2948603,43.2,2948044,50.5,2844584,53.5,913581,79.9,2610183,38.2,2610048,44.7,2534256,47.6,836969,73.2,86.4
2021-07-15,"Texas",32341455,26448461,14340944,49.5,14336642,59.5,13497697,62.5,3133497,83.9,12341791,42.6,12339323,51.2,11631183,53.9,2799119,75,81.8
2021-07-15,"United States",388738495,336054953,185135757,55.8,184911850,65.2,175397072,67.9,48618443,88.7,160408538,48.3,160279833,56.5,152836531,59.2,43360265,79.1,86.4
2021-07-15,"Utah",3283220,2917259,1620289,50.5,1619848,62.5,1508962,66.3,332114,90.8,1398606,43.6,1398435,53.9,1314389,57.8,291886,79.8,88.9
2021-07-15,"Virginia",10533095,9447214,5138204,60.2,5120268,70.1,4809335,72.1,1215885,89.5,4544376,53.2,4532745,62,4275116,64,1108412,81.6,89.7
2021-07-15,"Vermont",934020,862181,465996,74.7,465829,84.6,438220,85.9,127462,99.9,415717,66.6,415686,75.4,392030,76.9,118095,94.4,92.3
2021-07-15,"Washington",9542725,8812249,4771190,62.7,4770426,73.4,4495999,75.5,1111508,91.9,4287564,56.3,4287361,66,4062985,68.3,1044577,86.3,92.3
2021-07-15,"Wisconsin",6211325,6038525,3173147,54.5,3172701,63.5,3015123,66.2,921095,90.5,2962428,50.9,2962283,59.2,2833797,62.2,890349,87.5,97.2
2021-07-15,"West Virginia",1919425,1479829,818952,45.7,818346,52.5,781430,54.5,285122,77.7,694533,38.8,694249,44.6,667970,46.6,256870,70,77.1
2021-07-15,"Wyoming",520635,437278,234681,40.5,234657,47.8,226442,50.9,77478,78.1,207857,35.9,207852,42.4,201819,45.4,72255,72.9,84
2021-07-16,"Alaska",842985,686971,370746,50.7,369516,60.7,348494,63.2,75489,82.4,327943,44.8,327179,53.7,310383,56.3,70986,77.5,81.5
2021-07-16,"Alabama",4904730,3455086,2013559,41.1,2013234,48.1,1956762,51.3,677011,79.7,1647995,33.6,1647957,39.4,1613368,42.3,585728,68.9,70.4
2021-07-16,"Arkansas",2893130,2310080,1313033,43.5,1309447,51.2,1258592,54.3,410844,78.4,1062254,35.2,1060848,41.5,1026093,44.3,347364,66.3,79.8
2021-07-16,"Arizona",8298080,6930887,3758455,51.6,3757707,60.5,3564039,63.2,1116686,85.3,3228012,44.3,3227683,52,3077766,54.6,967601,73.9,83.5
2021-07-16,"California",49862815,43954080,24911511,63,24833037,73.8,23362156,76.3,5530068,94.7,20351241,51.5,20303007,60.3,19146712,62.5,4451556,76.2,88.2
2021-07-16,"Colorado",7126285,6340826,3401495,59.1,3389822,68.7,3186332,70.8,740984,88,3071436,53.3,3063527,62.1,2893199,64.3,674788,80.1,89
2021-07-16,"Connecticut",4797255,4500534,2436011,68.3,2434761,78.4,2281124,80.4,602293,95.6,2214821,62.1,2214377,71.3,2087635,73.6,564562,89.6,93.8
2021-07-16,"District of Columbia",1075835,885481,441958,62.6,441867,72.5,426543,73.8,75291,86.2,379400,53.8,379357,62.2,369367,64,67419,77.2,82.3
2021-07-16,"Delaware",1304715,1065570,577939,59.4,577781,68.8,548573,71.2,177315,93.9,501985,51.6,501945,59.8,478639,62.1,158317,83.8,81.7
2021-07-16,"Florida",25338895,21688774,11851154,55.2,11843623,63.3,11395964,66.1,4068261,90.5,10167736,47.3,10166276,54.4,9844583,57.1,3559241,79.1,85.6
2021-07-16,"Georgia",11373025,8629681,4717933,44.4,4716215,52.5,4498547,55.4,1238311,81.6,3980991,37.5,3980683,44.3,3844364,47.4,1085076,71.5,75.9
2021-07-16,"Hawaii",1960100,1702445,999673,70.6,995875,82.2,938992,84.1,270145,99.9,748368,52.9,746871,61.7,714102,64,225944,84.2,86.9
2021-07-16,"Iowa",3513375,3087945,1646959,52.2,1646894,61.5,1568703,64.6,491428,88.9,1543626,48.9,1543603,57.7,1478396,60.9,475774,86,87.9
2021-07-16,"Idaho",1717870,1349939,720092,40.3,0,0,718947,53.7,236090,81.2,658212,36.8,0,0,657516,49.1,223541,76.9,78.6
2021-07-16,"Illinois",14916955,13313178,7702941,60.8,7677381,70.8,7203363,73.1,1851956,90.6,6020797,47.5,6006574,55.4,5690359,57.7,1527695,74.8,89.2
2021-07-16,"Indiana",6809780,5934176,3100168,46,3099877,54.3,2957219,57.3,904499,83.3,2920073,43.4,2919965,51.2,2802939,54.3,881268,81.2,87.1
2021-07-16,"Kansas",3139495,2540782,1461623,50.2,1461502,59.6,1395492,63.1,439198,92.4,1249272,42.9,1249249,51,1202272,54.3,379438,79.8,80.9
2021-07-16,"Kentucky",4554455,4088893,2256700,50.5,2256358,59.3,2159662,62.3,649657,86.6,1994964,44.7,1994910,52.4,1922166,55.5,593865,79.1,89.8
2021-07-16,"Louisiana",4136620,3475775,1840122,39.6,1839946,46.9,1785795,50.1,593002,80,1676034,36.1,1675973,42.7,1636814,46,566580,76.5,84
2021-07-16,"Massachusetts",9859280,9000571,4928332,71.5,4911625,81.6,4611441,83.2,1129934,96.6,4339280,63,4327869,71.9,4079820,73.6,1012675,86.6,91.3
2021-07-16,"Maryland",8624920,7051108,3823356,63.2,3822914,74,3581172,76,887445,92.5,3484560,57.6,3484407,67.5,3282096,69.7,837447,87.3,81.8
2021-07-16,"Maine",1881960,1642233,905517,67.4,905422,76.4,859659,78.5,271880,95.3,843466,62.7,843438,71.2,803394,73.3,259312,90.9,87.3
2021-07-16,"Michigan",11766210,9608945,5211744,52.2,5211418,60.6,4959055,63.2,1504492,85.2,4800288,48.1,4800201,55.8,4587533,58.5,1431116,81.1,81.7
2021-07-16,"Minnesota",6609960,5979756,3260891,57.8,3249847,68,3067366,70.7,845911,91.9,2987234,53,2979228,62.4,2815912,64.9,796513,86.5,90.5
2021-07-16,"Missouri",6258565,5256835,2847746,46.4,2847415,54.4,2724883,57.2,862736,81.2,2457845,40,2457797,46.9,2369495,49.7,781627,73.6,84
2021-07-16,"Mississippi",2709965,2060517,1116636,37.5,1116530,44.3,1086087,47.7,377086,77.5,1001468,33.6,1001439,39.7,980286,43,350728,72.1,76
2021-07-16,"Montana",1123815,956649,518080,48.5,517978,56.4,496828,59.1,171234,82.9,467215,43.7,467183,50.9,450618,53.6,159993,77.5,85.1
2021-07-16,"North Carolina",11866110,9485168,5212023,49.7,5203375,57.9,4952613,60.5,1465215,83.7,4495587,42.9,4490454,50,4301796,52.5,1342184,76.6,79.9
2021-07-16,"North Dakota",726510,652273,339592,44.6,338987,53.2,327086,56.2,100120,83.5,301349,39.5,301008,47.2,291910,50.2,89380,74.6,89.8
2021-07-16,"Nebraska",2122120,1900601,1017302,52.6,1017079,62.9,963540,66.1,276648,88.5,941734,48.7,941670,58.2,898109,61.6,266240,85.2,89.6
2021-07-16,"New Hampshire",1871090,1569207,866542,63.7,866101,72.3,821125,74.3,240304,94.7,782619,57.6,782416,65.3,745356,67.5,221012,87.1,83.9
2021-07-16,"New Jersey",11772895,10103999,5710005,64.3,5709333,74.9,5384607,77.5,1329838,90.1,5047091,56.8,5046952,66.2,4782281,68.9,1215957,82.4,85.8
2021-07-16,"New Mexico",2403505,2435216,1343581,64.1,1343364,75.2,1260864,77.8,356403,94.4,1175106,56,1175041,65.7,1109537,68.4,322393,85.4,101.3
2021-07-16,"Nevada",3165390,2867707,1586745,51.5,1586659,60.5,1512558,63.4,410712,82.8,1330894,43.2,1330860,50.8,1283510,53.8,365588,73.7,90.6
2021-07-16,"New York",24437495,22397417,11958701,61.5,11957389,71.3,11367017,73.7,2851572,86.5,10850595,55.8,10850053,64.7,10362937,67.2,2635706,80,91.7
2021-07-16,"Ohio",12569645,10889125,5720703,48.9,5720438,57.2,5462460,60,1722363,84.2,5347470,45.7,5347401,53.5,5125008,56.3,1648072,80.5,86.6
2021-07-16,"Oklahoma",4064740,3348767,1818610,46,1818442,54.7,1745754,58.1,538230,84.7,1557640,39.4,1557591,46.8,1504923,50.1,478886,75.4,82.4
2021-07-16,"Oregon",5701865,4663355,2517102,59.7,2509065,68.8,2370510,70.7,665600,86.9,2321172,55,2315464,63.5,2196735,65.6,633617,82.7,81.8
2021-07-16,"Pennsylvania",15941275,14226618,8200656,64.1,8197650,74,7805834,76.8,2448214,99.9,6539440,51.1,6538219,59,6268119,61.6,1981661,82.8,89.2
2021-07-16,"Puerto Rico",4239090,3880705,2147825,67.3,2146786,75.4,2005851,76.5,558773,82.2,1863456,58.3,1863171,65.4,1751591,66.8,499726,73.5,91.5
2021-07-16,"Rhode Island",1533715,1303331,696669,65.8,696550,75.1,657816,76.9,179306,95.9,638838,60.3,638803,68.9,606217,70.9,169962,90.9,85
2021-07-16,"South Carolina",5387675,4292812,2330259,45.3,2325362,52.6,2241428,55.5,798410,85.2,2045648,39.7,2042805,46.2,1978707,49,717846,76.6,79.7
2021-07-16,"South Dakota",973805,833605,454780,51.4,454753,61.6,433734,65,139287,91.7,408891,46.2,408880,55.4,394416,59.1,130837,86.2,85.6
2021-07-16,"Tennessee",6481520,5587709,2953601,43.2,2953040,50.6,2848607,53.6,914165,80,2615085,38.3,2614950,44.8,2538482,47.7,837837,73.3,86.2
2021-07-16,"Texas",32401485,26494893,14364801,49.5,14360492,59.6,13520151,62.6,3138710,84.1,12363923,42.6,12361451,51.3,11647486,53.9,2804138,75.1,81.8
2021-07-16,"United States",389359835,336604158,185424899,55.9,185200823,65.3,175632891,68,48651410,88.7,160686378,48.4,160557556,56.6,153058055,59.3,43391520,79.1,86.5
2021-07-16,"Utah",3289450,2927442,1625785,50.7,1625343,62.7,1513044,66.5,332397,90.9,1403490,43.8,1403317,54.1,1317984,57.9,292132,79.8,89
2021-07-16,"Virginia",10546705,9466521,5146680,60.3,5128714,70.2,4816048,72.2,1216637,89.5,4554924,53.4,4543265,62.2,4282991,64.2,1109252,81.6,89.8
2021-07-16,"Vermont",935840,863312,466345,74.7,466173,84.6,438513,86,127504,99.9,416496,66.7,416464,75.6,392671,77,118156,94.5,92.2
2021-07-16,"Washington",9562155,8826632,4777958,62.7,4777192,73.5,4501531,75.6,1112124,91.9,4296016,56.4,4295813,66.1,4069801,68.4,1045259,86.4,92.3
2021-07-16,"Wisconsin",6228065,6046079,3176800,54.6,3176352,63.5,3017995,66.2,921508,90.6,2966693,51,2966547,59.3,2837024,62.3,890808,87.6,97.1
2021-07-16,"West Virginia",1924175,1480579,819403,45.7,818796,52.6,781793,54.6,285206,77.7,695122,38.8,694838,44.6,668438,46.7,256974,70,76.9
2021-07-16,"Wyoming",521255,437971,235122,40.6,235098,47.9,226793,51,77545,78.2,208175,36,208170,42.4,202080,45.4,72332,72.9,84
2021-07-17,"Alaska",842985,687815,371162,50.7,369931,60.8,348824,63.2,75521,82.5,328404,44.9,327639,53.8,310706,56.3,71023,77.5,81.6
2021-07-17,"Alabama",4912720,3455278,2013853,41.1,2013528,48.1,1957017,51.3,677049,79.7,1648172,33.6,1648134,39.4,1613531,42.3,585767,68.9,70.3
2021-07-17,"Arkansas",2899360,2321236,1321430,43.8,1317818,51.5,1265636,54.6,411612,78.6,1065108,35.3,1063687,41.6,1028314,44.4,347736,66.4,80.1
2021-07-17,"Arizona",8321190,6942123,3764742,51.7,3763992,60.7,3568886,63.3,1117176,85.4,3233494,44.4,3233164,52.1,3082076,54.7,968045,74,83.4
